PeakID (cmd=annotatePeaks.pl peakcalling/LARP4_consensus_peaks2.bed hg38 -annStats annotation_stats.txt),Chr,Start,End,Strand,Gene Name
LARP4_rep1_peak_7710,chr22,20424693,20425328,+,SCARF2
LARP4_rep1_peak_606,chr1,109750182,109750427,+,GSTM3
LARP4_rep1_peak_3208,chr15,43804667,43804995,+,HYPK
LARP4_rep1_peak_5499,chr19,7900936,7901206,+,MAP2K7
LARP4_rep1_peak_2519,chr12,120096849,120097257,+,RAB35
LARP4_rep1_peak_4901,chr17,76528324,76528482,+,PRCD
LARP4_rep1_peak_11544,chrX,71239691,71240220,+,ZMYM3
LARP4_rep1_peak_11005,chr9,101390136,101390605,+,BAAT
LARP4_rep1_peak_4503,chr17,30197946,30198276,+,SLC6A4
LARP4_rep1_peak_9220,chr5,176528009,176528239,+,RNF44
LARP4_rep1_peak_6763,chr2,200823327,200823531,+,BZW1
LARP4_rep1_peak_5362,chr19,2514882,2515124,+,GADD45B
LARP4_rep1_peak_9162,chr5,151267862,151268117,+,GM2A
LARP4_rep1_peak_2208,chr12,27755413,27755809,+,MANSC4
LARP4_rep1_peak_3217,chr15,48341923,48342363,+,DUT
LARP4_rep1_peak_4481,chr17,28701451,28702131,+,PROCA1
LARP4_rep1_peak_2032,chr11,117204417,117204670,+,LOC100652768
LARP4_rep1_peak_617,chr1,112670099,112670809,+,MOV10
LARP4_rep1_peak_6696,chr2,168769784,168770031,+,CERS6-AS1
LARP4_rep1_peak_8109,chr3,13504649,13505122,+,HDAC11
LARP4_rep1_peak_3822,chr16,30357185,30357989,+,CD2BP2
LARP4_rep1_peak_9833,chr7,260028,260394,+,FAM20C
LARP4_rep1_peak_2500,chr12,112152827,112153028,+,MIR6861
LARP4_rep1_peak_1091,chr10,15211756,15212082,+,NMT2
LARP4_rep1_peak_6645,chr2,128267772,128268234,+,HS6ST1
LARP4_rep1_peak_10003,chr7,38229887,38230557,+,TARP
LARP4_rep1_peak_1603,chr11,46678350,46678569,+,ARHGAP1
LARP4_rep1_peak_10255,chr7,106091541,106091804,+,SYPL1
LARP4_rep1_peak_1979,chr11,76797232,76798089,+,TSKU
LARP4_rep1_peak_3840,chr16,30774040,30774994,+,RNF40
LARP4_rep1_peak_6555,chr2,96832906,96833395,+,ANKRD23
LARP4_rep1_peak_1091-2,chr10,15212255,15212454,+,NMT2
LARP4_rep1_peak_6957,chr2,241572414,241572677,+,BOK-AS1
LARP4_rep1_peak_2277,chr12,53123994,53124410,+,SOAT2
LARP4_rep1_peak_9625,chr6,43179033,43179484,+,CUL9
LARP4_rep1_peak_6784,chr2,208236885,208237188,+,IDH1
LARP4_rep1_peak_3164,chr15,31376694,31377036,+,KLF13
LARP4_rep1_peak_249,chr1,17408227,17408427,+,RCC2
LARP4_rep1_peak_245,chr1,16974717,16974871,+,MFAP2
LARP4_rep1_peak_7225,chr20,36528152,36528297,+,MYL9
LARP4_rep1_peak_2532,chr12,120444200,120444982,+,TRIAP1
LARP4_rep1_peak_3188-2,chr15,40472190,40473076,+,CHST14
LARP4_rep1_peak_339,chr1,26999747,27000391,+,TRNP1
LARP4_rep1_peak_11072,chr9,124481278,124482208,+,NR5A1
LARP4_rep1_peak_181,chr1,10629734,10630304,+,PEX14
LARP4_rep1_peak_2929,chr14,49894495,49894714,+,ARF6
LARP4_rep1_peak_3440,chr16,411757,412326,+,DECR2
LARP4_rep1_peak_955,chr1,220698923,220699100,+,C1orf115
LARP4_rep1_peak_10708,chr8,133238649,133238920,+,CCN4
LARP4_rep1_peak_5316-2,chr19,1853572,1854432,+,REXO1
LARP4_rep1_peak_3961,chr16,66944694,66945011,+,CES2
LARP4_rep1_peak_1279,chr10,100364444,100364708,+,OLMALINC
LARP4_rep1_peak_2886,chr14,24307859,24308091,+,LTB4R2
LARP4_rep1_peak_7579,chr21,44460045,44460238,+,LRRC3
LARP4_rep1_peak_3029,chr14,94283817,94284016,+,SERPINA10
LARP4_rep1_peak_11111,chr9,128360330,128360992,+,MIR1268A
LARP4_rep1_peak_3309,chr15,74409525,74410047,+,MIR6881
LARP4_rep1_peak_399,chr1,36304936,36305300,+,SH3D21
LARP4_rep1_peak_1789,chr11,64765273,64766193,+,PYGM
LARP4_rep1_peak_5751,chr19,35026060,35026421,+,SCN1B
LARP4_rep1_peak_1981,chr11,77609300,77609481,+,AQP11
LARP4_rep1_peak_6643,chr2,128266184,128266425,+,HS6ST1
LARP4_rep1_peak_9964,chr7,7243570,7243987,+,LOC101927354
LARP4_rep1_peak_811,chr1,156800317,156800709,+,NTRK1
LARP4_rep1_peak_4518,chr17,32480694,32480920,+,CDK5R1
LARP4_rep1_peak_1582,chr11,35806311,35806472,+,LDLRAD3
LARP4_rep1_peak_5306,chr19,1577518,1577724,+,MEX3D
LARP4_rep1_peak_11103,chr9,127907960,127908448,+,ST6GALNAC6
LARP4_rep1_peak_10234,chr7,101557387,101558174,+,LINC01007
LARP4_rep1_peak_8554-2,chr3,194340507,194341311,+,CPN2
LARP4_rep1_peak_11110,chr9,128309371,128309616,+,TRUB2
LARP4_rep1_peak_2501,chr12,112153189,112153471,+,MIR6861
LARP4_rep1_peak_4603,chr17,41754748,41755657,+,HAP1
LARP4_rep1_peak_5706,chr19,18866492,18867079,+,CERS1
LARP4_rep1_peak_2101-2,chr12,1786536,1786759,+,LRTM2
LARP4_rep1_peak_5816,chr19,38915454,38915648,+,CCER2
LARP4_rep1_peak_7876,chr22,38219835,38220132,+,SNORA92
LARP4_rep1_peak_8554,chr3,194339912,194340341,+,CPN2
LARP4_rep1_peak_7326,chr20,56369568,56370285,+,FAM210B
LARP4_rep1_peak_5116,chr18,12725432,12725646,+,PSMG2
LARP4_rep1_peak_2101,chr12,1785943,1786237,+,LRTM2
LARP4_rep1_peak_8788,chr4,107613846,107614049,+,PAPSS1
LARP4_rep1_peak_5316,chr19,1853157,1853324,+,REXO1
LARP4_rep1_peak_994,chr1,228159589,228159770,+,IBA57-DT
LARP4_rep1_peak_6880,chr2,231732730,231732991,+,MIR1244-3
LARP4_rep1_peak_5606,chr19,13154169,13154466,+,IER2
LARP4_rep1_peak_2485,chr12,109596490,109597163,+,MVK
LARP4_rep1_peak_159,chr1,8352575,8352779,+,SLC45A1
LARP4_rep1_peak_4862,chr17,75524302,75524547,+,LLGL2
LARP4_rep1_peak_1619,chr11,47329775,47329938,+,MYBPC3
LARP4_rep1_peak_4956,chr17,79833401,79833959,+,CBX4
LARP4_rep1_peak_5049,chr17,82048031,82048842,+,RFNG
LARP4_rep1_peak_7327,chr20,56403530,56404158,+,CASS4
LARP4_rep1_peak_11522,chrX,53532848,53533523,+,MIR98
LARP4_rep1_peak_6427,chr2,70985966,70987311,+,ANKRD53
LARP4_rep1_peak_11512,chrX,52061868,52062119,+,SNORA11E
LARP4_rep1_peak_1200,chr10,79355010,79355200,+,PPIF
LARP4_rep1_peak_6114,chr19,55577698,55577932,+,ZNF579
LARP4_rep1_peak_5091,chr18,211198,211396,+,USP14
LARP4_rep1_peak_6480,chr2,75655177,75655421,+,MRPL19
LARP4_rep1_peak_2261,chr12,52059105,52059318,+,NR4A1
LARP4_rep1_peak_3473,chr16,1090154,1090403,+,C1QTNF8
LARP4_rep1_peak_5111,chr18,9954177,9954689,+,VAPA
LARP4_rep1_peak_375,chr1,32680287,32680486,+,SYNC
LARP4_rep1_peak_3229,chr15,58595645,58595856,+,LIPC-AS1
LARP4_rep1_peak_10018,chr7,44212156,44212838,+,YKT6
LARP4_rep1_peak_5163,chr18,59327988,59328324,+,CPLX4
LARP4_rep1_peak_7001,chr20,647867,648995,+,SRXN1
LARP4_rep1_peak_10780,chr8,144139910,144140590,+,HGH1
LARP4_rep1_peak_2403,chr12,62644212,62644593,+,MIRLET7I
LARP4_rep1_peak_7912,chr22,41230275,41230516,+,CHADL
LARP4_rep1_peak_10256,chr7,107919144,107919463,+,DLD
LARP4_rep1_peak_2498,chr12,111809430,111809850,+,MIR6761
LARP4_rep1_peak_6332,chr2,42767167,42767508,+,OXER1
LARP4_rep1_peak_3316,chr15,74802597,74803135,+,LMAN1L
LARP4_rep1_peak_1385,chr11,205150,205424,+,BET1L
LARP4_rep1_peak_8307,chr3,53885241,53885646,+,ACTR8
LARP4_rep1_peak_7438,chr20,63931311,63931904,+,MIR1914
LARP4_rep1_peak_4507,chr17,30467211,30467470,+,GOSR1
LARP4_rep1_peak_6800,chr2,216663916,216664359,+,IGFBP2
LARP4_rep1_peak_1959,chr11,75205434,75206007,+,TPBGL
LARP4_rep1_peak_3616,chr16,11254667,11254892,+,SOCS1
LARP4_rep1_peak_5108,chr18,8406255,8406737,+,LOC100192426
LARP4_rep1_peak_1256,chr10,96522077,96522397,+,TLL2
LARP4_rep1_peak_1354,chr10,128098014,128098255,+,MKI67
LARP4_rep1_peak_2993,chr14,75132501,75132761,+,NEK9
LARP4_rep1_peak_3397,chr15,90953608,90954043,+,RCCD1
LARP4_rep1_peak_9690,chr6,75255541,75255847,+,COX7A2
LARP4_rep1_peak_10522,chr8,22421620,22421841,+,PPP3CC
LARP4_rep1_peak_9117,chr5,139627358,139627557,+,CXXC5
LARP4_rep1_peak_7097,chr20,20033035,20033503,+,NAA20
LARP4_rep1_peak_3986,chr16,68259581,68261010,+,SLC7A6
LARP4_rep1_peak_1078,chr10,7562645,7562913,+,ITIH5
LARP4_rep1_peak_4403,chr17,12992453,12993106,+,ELAC2
LARP4_rep1_peak_9570,chr6,36923311,36923622,+,PI16
LARP4_rep1_peak_10001,chr7,37950287,37950865,+,EPDR1
LARP4_rep1_peak_5623,chr19,14515793,14516005,+,DNAJB1
LARP4_rep1_peak_1172,chr10,72935265,72935516,+,PLA2G12B
LARP4_rep1_peak_5391,chr19,3958541,3959044,+,MIR637
LARP4_rep1_peak_1589,chr11,45812756,45812926,+,SLC35C1
LARP4_rep1_peak_7044,chr20,3784432,3784635,+,CENPB
LARP4_rep1_peak_11542,chrX,71142131,71142333,+,NLGN3
LARP4_rep1_peak_11292,chr9,137007423,137007894,+,CLIC3
LARP4_rep1_peak_3484,chr16,1698797,1699341,+,MAPK8IP3
LARP4_rep1_peak_8094,chr3,10939947,10940550,+,SLC6A1
LARP4_rep1_peak_1138,chr10,56357775,56358025,+,ZWINT
LARP4_rep1_peak_9040,chr5,100586307,100586574,+,FAM174A
LARP4_rep1_peak_597,chr1,109313672,109314115,+,MYBPHL
LARP4_rep1_peak_4720,chr17,47948979,47949209,+,PNPO
LARP4_rep1_peak_9212,chr5,175881339,175881648,+,CPLX2
LARP4_rep1_peak_3097,chr14,103109739,103110927,+,EXOC3L4
LARP4_rep1_peak_6428,chr2,70987994,70988767,+,TEX261
LARP4_rep1_peak_6629,chr2,127257443,127257727,+,ERCC3
LARP4_rep1_peak_4420,chr17,17491707,17491835,+,RASD1
LARP4_rep1_peak_4679,chr17,44193910,44193954,+,ATXN7L3
LARP4_rep1_peak_3451,chr16,554290,554510,+,PRR35
LARP4_rep1_peak_6686,chr2,158680850,158681086,+,PKP4-AS1
LARP4_rep1_peak_332,chr1,26853916,26854128,+,SFN
LARP4_rep1_peak_1546,chr11,10797579,10797975,+,SNORD97
LARP4_rep1_peak_5644,chr19,16234368,16235119,+,AP1M1
LARP4_rep1_peak_5659,chr19,17424902,17425241,+,MVB12A
LARP4_rep1_peak_5616,chr19,14119730,14120361,+,PRKACA
LARP4_rep1_peak_5745,chr19,34227590,34227983,+,KIAA0355
LARP4_rep1_peak_10262,chr7,121350304,121350503,+,WNT16
LARP4_rep1_peak_1831,chr11,65573870,65574078,+,FAM89B
LARP4_rep1_peak_2491,chr12,110452786,110453168,+,ARPC3
LARP4_rep1_peak_9289,chr6,2784963,2785660,+,MYLK4
LARP4_rep1_peak_8708,chr4,39287624,39288132,+,RFC1
LARP4_rep1_peak_9173,chr5,154814035,154814518,+,MIR378H
LARP4_rep1_peak_1221,chr10,87050543,87050942,+,FAM25A
LARP4_rep1_peak_4623,chr17,42404469,42404749,+,STAT3
LARP4_rep1_peak_8298,chr3,53091695,53091990,+,RFT1
LARP4_rep1_peak_6817,chr2,218404422,218404905,+,MIR26B
LARP4_rep1_peak_7969,chr22,46292821,46293135,+,GTSE1-DT
LARP4_rep1_peak_5381,chr19,3535685,3536017,+,C19orf71
LARP4_rep1_peak_3962,chr16,67148089,67148413,+,B3GNT9
LARP4_rep1_peak_2059,chr11,119661103,119661362,+,NECTIN1
LARP4_rep1_peak_2228,chr12,48938554,48939154,+,FKBP11
LARP4_rep1_peak_6602,chr2,112187797,112187996,+,FBLN7
LARP4_rep1_peak_11160,chr9,133057859,133058154,+,CEL
LARP4_rep1_peak_4402,chr17,12143320,12143694,+,MIR744
LARP4_rep1_peak_8679,chr4,6707902,6708692,+,MRFAP1L1
LARP4_rep1_peak_7888,chr22,38818617,38818876,+,DNAL4
LARP4_rep1_peak_7961,chr22,44737058,44737595,+,ARHGAP8
LARP4_rep1_peak_5284,chr19,1278804,1279137,+,C19orf24
LARP4_rep1_peak_6873,chr2,231048392,231048953,+,PSMD1
LARP4_rep1_peak_1092,chr10,16593155,16593401,+,C1QL3
LARP4_rep1_peak_11401,chrX,2486929,2487129,+,ZBED1
LARP4_rep1_peak_5409,chr19,4268749,4269028,+,SHD
LARP4_rep1_peak_4713,chr17,47683121,47683419,+,TBKBP1
LARP4_rep1_peak_4843,chr17,74836926,74837015,+,GRIN2C
LARP4_rep1_peak_10305,chr7,137879618,137879881,+,DGKI
LARP4_rep1_peak_10111,chr7,74759423,74759742,+,NCF1
LARP4_rep1_peak_9672,chr6,57646415,57646661,+,MIR548U
LARP4_rep1_peak_8628,chr4,1716608,1717147,+,TMEM129
LARP4_rep1_peak_11450,chrX,38805977,38806256,+,MID1IP1-AS1
LARP4_rep1_peak_4843-2,chr17,74837206,74837252,+,GRIN2C
LARP4_rep1_peak_11372,chrX,304929,305134,+,GTPBP6
LARP4_rep1_peak_3904,chr16,54283471,54283750,+,IRX3
LARP4_rep1_peak_6302,chr2,30640766,30640971,+,CAPN13
LARP4_rep1_peak_7351,chr20,62134379,62134817,+,PSMA7
LARP4_rep1_peak_353,chr1,27891917,27892233,+,THEMIS2
LARP4_rep1_peak_91,chr1,2308663,2308919,+,LOC100129534
LARP4_rep1_peak_9175,chr5,154817019,154817262,+,MIR378H
LARP4_rep1_peak_11586,chrX,103675652,103676627,+,MORF4L2
LARP4_rep1_peak_8340,chr3,98798724,98798870,+,ST3GAL6
LARP4_rep1_peak_5478,chr19,6730188,6730393,+,MIR6791
LARP4_rep1_peak_8416,chr3,129090675,129091213,+,GP9
LARP4_rep1_peak_7878,chr22,38290748,38290927,+,TMEM184B
LARP4_rep1_peak_10119,chr7,75417069,75418728,+,NSUN5P1
LARP4_rep1_peak_8112,chr3,14141581,14142012,+,TMEM43
LARP4_rep1_peak_2273,chr12,53041487,53042041,+,TNS2
LARP4_rep1_peak_8385,chr3,126006530,126007217,+,ROPN1B
LARP4_rep1_peak_1997,chr11,86950974,86951242,+,FZD4
LARP4_rep1_peak_5715,chr19,19201537,19201978,+,NR2C2AP
LARP4_rep1_peak_7290,chr20,46349913,46350564,+,SLC35C2
LARP4_rep1_peak_7141,chr20,32332561,32332764,+,ASXL1
LARP4_rep1_peak_1920-2,chr11,70206737,70207113,+,FADD
LARP4_rep1_peak_4002,chr16,69940108,69940552,+,MIR140
LARP4_rep1_peak_10691,chr8,123320677,123321180,+,MIR548AA1
LARP4_rep1_peak_9059,chr5,119541900,119542156,+,FAM170A
LARP4_rep1_peak_8470,chr3,149520665,149520914,+,TM4SF4
LARP4_rep1_peak_4002-2,chr16,69940836,69941061,+,MIR140
LARP4_rep1_peak_1262,chr10,97458443,97458704,+,ZDHHC16
LARP4_rep1_peak_8154,chr3,39142901,39143039,+,CSRNP1
LARP4_rep1_peak_3884,chr16,46956523,46957229,+,DNAJA2
LARP4_rep1_peak_1920,chr11,70206492,70206540,+,FADD
LARP4_rep1_peak_5904,chr19,44662295,44662840,+,MIR4531
LARP4_rep1_peak_2487,chr12,110346418,110347153,+,ANAPC7
LARP4_rep1_peak_2964,chr14,68874361,68874595,+,ZFP36L1
LARP4_rep1_peak_2037,chr11,118600584,118601002,+,PHLDB1
LARP4_rep1_peak_7911,chr22,41229561,41229815,+,CHADL
LARP4_rep1_peak_10650,chr8,97852226,97852496,+,MATN2
LARP4_rep1_peak_11704,chrX,154472801,154473147,+,LAGE3
LARP4_rep1_peak_6998,chr20,482649,483100,+,TBC1D20
LARP4_rep1_peak_6874,chr2,231049285,231049595,+,PSMD1
LARP4_rep1_peak_2494,chr12,111360790,111361323,+,PHETA1
LARP4_rep1_peak_1166,chr10,72059187,72059386,+,SPOCK2
LARP4_rep1_peak_7138,chr20,32196246,32196294,+,TSPY26P
LARP4_rep1_peak_7891,chr22,39018355,39018728,+,APOBEC3D
LARP4_rep1_peak_5366,chr19,2754994,2755409,+,SLC39A3
LARP4_rep1_peak_904,chr1,201484578,201484777,+,CSRP1
LARP4_rep1_peak_4002-3,chr16,69941256,69941624,+,MIR140
LARP4_rep1_peak_6695,chr2,167955367,167955611,+,LOC105616981
LARP4_rep1_peak_9583,chr6,41067033,41067435,+,OARD1
LARP4_rep1_peak_7795,chr22,31325901,31326152,+,PIK3IP1-AS1
LARP4_rep1_peak_4831,chr17,72647396,72647640,+,LINC00511
LARP4_rep1_peak_5531,chr19,10316927,10317444,+,FDX2
LARP4_rep1_peak_4491,chr17,28879525,28879956,+,FLOT2
LARP4_rep1_peak_11246,chr9,134440090,134440415,+,RXRA
LARP4_rep1_peak_183,chr1,11023674,11023916,+,TARDBP
LARP4_rep1_peak_1540,chr11,9445825,9445996,+,LOC644656
LARP4_rep1_peak_1539,chr11,9445087,9445555,+,LOC644656
LARP4_rep1_peak_1659,chr11,61130856,61131044,+,CD5
LARP4_rep1_peak_8666,chr4,3767944,3768423,+,ADRA2C
LARP4_rep1_peak_8149,chr3,38142420,38142868,+,MYD88
LARP4_rep1_peak_9090,chr5,134899934,134900186,+,PCBD2
LARP4_rep1_peak_1960,chr11,75266007,75266225,+,TPBGL
LARP4_rep1_peak_8934,chr5,32227095,32227355,+,GOLPH3
LARP4_rep1_peak_4905,chr17,76718583,76718813,+,MXRA7
LARP4_rep1_peak_1413,chr11,616966,617470,+,IRF7
LARP4_rep1_peak_10543,chr8,27672193,27672885,+,MIR3622A
LARP4_rep1_peak_2907,chr14,35029118,35029439,+,FAM177A1
LARP4_rep1_peak_6659,chr2,131051288,131051863,+,FAM168B
LARP4_rep1_peak_2197,chr12,14786642,14786918,+,H2AFJ
LARP4_rep1_peak_10095,chr7,73302410,73302969,+,NSUN5
LARP4_rep1_peak_11097,chr9,127789508,127789796,+,CDK9
LARP4_rep1_peak_8131,chr3,32369884,32370095,+,CMTM7
LARP4_rep1_peak_10108,chr7,74195230,74195655,+,MIR590
LARP4_rep1_peak_9787,chr6,149820028,149820782,+,RAET1E-AS1
LARP4_rep1_peak_8555,chr3,195069090,195069588,+,XXYLT1-AS1
LARP4_rep1_peak_11056,chr9,121785104,121785435,+,DAB2IP
LARP4_rep1_peak_2003,chr11,102232218,102232427,+,BIRC3
LARP4_rep1_peak_2481,chr12,109110598,109110899,+,ACACB
LARP4_rep1_peak_1209,chr10,80273415,80273877,+,MAT1A
LARP4_rep1_peak_6323,chr2,42057735,42057955,+,PKDCC
LARP4_rep1_peak_3883,chr16,46930636,46930999,+,DNAJA2
LARP4_rep1_peak_725,chr1,153929671,153929898,+,GATAD2B
LARP4_rep1_peak_920,chr1,204126764,204127083,+,ERLNC1
LARP4_rep1_peak_11458,chrX,41349922,41350128,+,DDX3X
LARP4_rep1_peak_9083,chr5,134390255,134390572,+,UBE2B
LARP4_rep1_peak_1737,chr11,63826822,63827584,+,MARK2
LARP4_rep1_peak_6983,chr20,298574,299564,+,ZCCHC3
LARP4_rep1_peak_11299,chr9,137204433,137204895,+,TMEM203
LARP4_rep1_peak_10850,chr9,33038658,33039357,+,DNAJA1
LARP4_rep1_peak_5325,chr19,1924591,1925079,+,CSNK1G2
LARP4_rep1_peak_2747,chr13,98452284,98452945,+,STK24
LARP4_rep1_peak_8647,chr4,1814226,1814580,+,FGFR3
LARP4_rep1_peak_10314,chr7,139561708,139561926,+,CLEC2L
LARP4_rep1_peak_10558,chr8,30786081,30786345,+,PPP2CB
LARP4_rep1_peak_892,chr1,183626923,183627318,+,ARPC5
LARP4_rep1_peak_3648,chr16,15036274,15037155,+,NTAN1
LARP4_rep1_peak_11520,chrX,53192393,53193387,+,MIR6895
LARP4_rep1_peak_6551,chr2,96373441,96373712,+,NCAPH
LARP4_rep1_peak_8781,chr4,102797321,102797462,+,LOC102723704
LARP4_rep1_peak_2597,chr12,125030662,125031027,+,THRIL
LARP4_rep1_peak_7841,chr22,37065721,37066081,+,KCTD17
LARP4_rep1_peak_4538,chr17,36608563,36608791,+,MRM1
LARP4_rep1_peak_5711,chr19,19110692,19111178,+,TMEM161A
LARP4_rep1_peak_3504,chr16,1986412,1986909,+,GFER
LARP4_rep1_peak_10366,chr7,157539213,157539405,+,MIR153-2
LARP4_rep1_peak_170,chr1,9264828,9265014,+,H6PD
LARP4_rep1_peak_316,chr1,25815550,25816235,+,MTFR1L
LARP4_rep1_peak_3301,chr15,72751516,72752155,+,ADPGK-AS1
LARP4_rep1_peak_6923,chr2,240598724,240598969,+,GPR35
LARP4_rep1_peak_5305,chr19,1577050,1577319,+,MEX3D
LARP4_rep1_peak_2148,chr12,6941782,6942113,+,C12orf57
LARP4_rep1_peak_4985,chr17,81250972,81251378,+,NDUFAF8
LARP4_rep1_peak_3335,chr15,75371085,75371284,+,MAN2C1
LARP4_rep1_peak_402-2,chr1,36340250,36340431,+,EVA1B
LARP4_rep1_peak_7871,chr22,38084945,38085456,+,SLC16A8
LARP4_rep1_peak_3288,chr15,70049637,70050032,+,MIR629
LARP4_rep1_peak_5375,chr19,3208143,3209452,+,CELF5
LARP4_rep1_peak_9738,chr6,125275947,125276323,+,HDDC2
LARP4_rep1_peak_8195,chr3,48404331,48404630,+,PLXNB1
LARP4_rep1_peak_6604,chr2,112529603,112529831,+,POLR1B
LARP4_rep1_peak_11171,chr9,133574987,133575363,+,FAM163B
LARP4_rep1_peak_4417,chr17,17184995,17185182,+,PLD6
LARP4_rep1_peak_7404,chr20,63196532,63196754,+,MIR124-3
LARP4_rep1_peak_10205,chr7,100564906,100565961,+,SAP25
LARP4_rep1_peak_9694,chr6,85495255,85495664,+,NT5E
LARP4_rep1_peak_402,chr1,36339815,36340059,+,EVA1B
LARP4_rep1_peak_5915,chr19,44903260,44903525,+,APOE
LARP4_rep1_peak_1330,chr10,119677330,119677631,+,BAG3
LARP4_rep1_peak_7709,chr22,20314388,20314877,+,DGCR6L
LARP4_rep1_peak_10109,chr7,74196195,74196866,+,MIR590
LARP4_rep1_peak_4004,chr16,70250535,70251092,+,EXOSC6
LARP4_rep1_peak_4973,chr17,80964254,80964868,+,LOC400627
LARP4_rep1_peak_9221,chr5,176528523,176529055,+,RNF44
LARP4_rep1_peak_5749,chr19,34500777,34500996,+,WTIP
LARP4_rep1_peak_11279,chr9,136840244,136841148,+,AJM1
LARP4_rep1_peak_6860,chr2,223966825,223967270,+,MRPL44
LARP4_rep1_peak_5456,chr19,5917141,5917619,+,CAPS
LARP4_rep1_peak_7314,chr20,50876623,50876850,+,ADNP
LARP4_rep1_peak_10283,chr7,129212884,129213102,+,AHCYL2
LARP4_rep1_peak_4254,chr17,800763,801021,+,MRM3
LARP4_rep1_peak_9141,chr5,150296429,150297578,+,ARSI
LARP4_rep1_peak_9988,chr7,27828797,27829157,+,TAX1BP1
LARP4_rep1_peak_7059,chr20,4855816,4856108,+,RASSF2
LARP4_rep1_peak_6838,chr2,219286010,219286680,+,DNAJB2
LARP4_rep1_peak_6872,chr2,231047534,231048157,+,PSMD1
LARP4_rep1_peak_1240,chr10,91864956,91865213,+,FGFBP3
LARP4_rep1_peak_1344,chr10,124613263,124613898,+,FAM53B-AS1
LARP4_rep1_peak_1798,chr11,65078401,65079128,+,CDCA5
LARP4_rep1_peak_10755,chr8,143612676,143612877,+,PYCR3
LARP4_rep1_peak_3561,chr16,2972841,2973312,+,PAQR4
LARP4_rep1_peak_501,chr1,52416700,52416925,+,PRPF38A
LARP4_rep1_peak_8627,chr4,1693371,1693763,+,FAM53A
LARP4_rep1_peak_7915,chr22,41246183,41246723,+,CHADL
LARP4_rep1_peak_3848,chr16,30954277,30954319,+,SETD1A
LARP4_rep1_peak_3110,chr14,104719187,104719361,+,ADSSL1
LARP4_rep1_peak_9021,chr5,83580543,83580928,+,VCAN-AS1
LARP4_rep1_peak_4946,chr17,78223968,78224372,+,TMEM235
LARP4_rep1_peak_5164,chr18,59330925,59331125,+,CPLX4
LARP4_rep1_peak_2915,chr14,37591004,37591115,+,FOXA1
LARP4_rep1_peak_11088,chr9,125438666,125438925,+,GAPVD1
LARP4_rep1_peak_3848-2,chr16,30954536,30954731,+,SETD1A
LARP4_rep1_peak_3536,chr16,2501855,2502184,+,ATP6V0C
LARP4_rep1_peak_4718,chr17,47927908,47928211,+,SP2-AS1
LARP4_rep1_peak_11622,chrX,129768476,129768651,+,SASH3
LARP4_rep1_peak_575,chr1,94517120,94517493,+,F3
LARP4_rep1_peak_4611,chr17,41867053,41867361,+,KLHL11
LARP4_rep1_peak_10928,chr9,69254432,69254766,+,TJP2
LARP4_rep1_peak_9692,chr6,79201608,79201858,+,HMGN3-AS1
LARP4_rep1_peak_10264,chr7,122076268,122076568,+,AASS
LARP4_rep1_peak_4474,chr17,28546948,28547182,+,UNC119
LARP4_rep1_peak_10564,chr8,37844335,37844598,+,BRF2
LARP4_rep1_peak_8714,chr4,39551659,39551911,+,UGDH-AS1
LARP4_rep1_peak_4826,chr17,68531505,68531844,+,PRKAR1A
LARP4_rep1_peak_11685,chrX,153949197,153949403,+,RENBP
LARP4_rep1_peak_1660,chr11,61131618,61131847,+,CD5
LARP4_rep1_peak_970,chr1,225919951,225920413,+,MIR6741
LARP4_rep1_peak_9375,chr6,29555724,29555984,+,UBD
LARP4_rep1_peak_5309,chr19,1609651,1610009,+,UQCR11
LARP4_rep1_peak_1967,chr11,75434666,75435634,+,KLHL35
LARP4_rep1_peak_6235,chr2,20618442,20618613,+,HS1BP3-IT1
LARP4_rep1_peak_9574,chr6,37480237,37480628,+,CCDC167
LARP4_rep1_peak_329,chr1,26781502,26781951,+,PIGV
LARP4_rep1_peak_4693,chr17,45105523,45105782,+,MIR6784
LARP4_rep1_peak_3077,chr14,100334698,100334897,+,SLC25A47
LARP4_rep1_peak_10079,chr7,72946137,72947208,+,NSUN5P2
LARP4_rep1_peak_2709,chr13,45283715,45283918,+,SNORA31B
LARP4_rep1_peak_2560,chr12,121775843,121776087,+,RHOF
LARP4_rep1_peak_10339,chr7,149224607,149224835,+,ZNF212
LARP4_rep1_peak_4282,chr17,1897017,1897953,+,RPA1
LARP4_rep1_peak_9084,chr5,134402275,134402844,+,CDKN2AIPNL
LARP4_rep1_peak_10198,chr7,100433486,100433942,+,PPP1R35
LARP4_rep1_peak_11300,chr9,137218116,137218128,+,RNF208
LARP4_rep1_peak_2139,chr12,6866030,6866450,+,TPI1
LARP4_rep1_peak_2379,chr12,57456863,57457077,+,INHBE
LARP4_rep1_peak_6711,chr2,172504102,172504880,+,ITGA6-AS1
LARP4_rep1_peak_4006,chr16,70380645,70381216,+,DDX19A
LARP4_rep1_peak_2012,chr11,108474432,108474966,+,C11orf65
LARP4_rep1_peak_10507,chr8,20220240,20220765,+,ATP6V1B2
LARP4_rep1_peak_5385,chr19,3578393,3578876,+,HMG20B
LARP4_rep1_peak_7333,chr20,57408533,57408900,+,LOC100291105
